txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
607,68459,NO,NO,kendra.kiss@hotmail.com,20/10/2016 04:10 AM,013431a21f30d9e71c,mcstandardcredit,462775,CNY,0
608,647697,RO,RO,melany.waldrep@hotmail.com,20/10/2016 05:20 AM,79ea7d9adb72821869,visa_samsungpay,507096,EUR,0
609,224813,NI,NI,natasha.trader@aol.com,20/10/2016 05:28 AM,42194abc3cc0ae7746,visacommercialsuperpremiumcredit,595648,CNY,0
610,32574,SE,SE,lieselotte.crichton@msn.com,20/10/2016 07:52 AM,2df0acc1e1da3a0480,visacredit,970973,EUR,1
611,377221,UA,FR,katharyn.cespedes@msn.com,20/10/2016 08:31 AM,6592428859aaacf6cb,visadebit,859480,EUR,1
612,270179,AU,AU,ross.whitney@yahoo.com,20/10/2016 08:37 AM,c7a41846b31c70c9ed,visapurchasingdebit,231476,GBP,0
613,963704,UA,UA,jacki.ulm@hotmail.com,20/10/2016 08:50 AM,ea7d9d8305cf2f841b,visadebit,303788,GBP,0
614,616364,NI,NI,merlin.starrett@yahoo.com,20/10/2016 09:26 AM,1ad949b501825903b7,amex_samsungpay,771134,NOK,0
615,331336,GB,GB,eliana.hackman@aol.com,20/10/2016 10:56 AM,96c3afbbb3a32034d7,mcstandarddebit,416642,CAD,0
616,917878,NO,NO,ardelia.mey@msn.com,20/10/2016 11:00 AM,99d8c4f0d142d8906c,mcsuperpremiumcredit,450368,USD,0
617,150655,NO,NO,ardelia.mey@msn.com,20/10/2016 11:10 AM,6362b2c72b2e66e8ac,mccorporatecredit,827515,CNY,0
618,545204,FR,FR,barbara.cullins@aol.com,20/10/2016 11:16 AM,767fc8b634fcade97f,mc_samsungpay,470359,AUD,0
619,29138,US,US,annamarie.ogle@yahoo.com,20/10/2016 11:33 AM,101fd1b04b7dd20af1,visasignature,695381,NOK,0
620,501642,BE,BE,teressa.burbage@msn.com,20/10/2016 12:08 PM,dacfb269e5fc3c61c2,mcalphabankbonus,195061,EUR,0
621,361349,CA,CA,katharyn.cespedes@gmail.com,20/10/2016 12:15 PM,15b2e47cf653d474f9,mc_samsungpay,827341,AUD,0
622,204385,FI,FI,wanda.pakele@yahoo.com,20/10/2016 12:34 PM,ed0a9e5109486974e5,visadankort,168132,EUR,0
623,961140,CN,CN,ross.whitney@msn.com,20/10/2016 01:10 PM,536f07345fa43f4cef,visasaraivacard,823443,CAD,0
624,843790,FR,FR,bertha.desir@hotmail.com,20/10/2016 01:42 PM,8488fdc7833411d07d,mc_samsungpay,488441,AUD,0
625,182007,NI,NI,millicent.marini@hotmail.com,20/10/2016 01:50 PM,d2d58e387d885528af,mcfleetdebit,103855,NOK,0
626,522306,FR,FR,annamarie.ogle@aol.com,20/10/2016 02:00 PM,1e4dfbba3a7c810cc5,mcalphabankbonus,859778,NOK,0
627,903901,FR,FR,wanda.pakele@hotmail.com,20/10/2016 02:08 PM,5e95b25527119d6898,mc_samsungpay,238718,GBP,0
628,958544,BE,BE,louvenia.regnier@hotmail.com,20/10/2016 03:09 PM,2afa187a40d089ba39,mcfleetdebit,629927,AUD,0
629,594939,FR,FR,romelia.salgado@yahoo.com,20/10/2016 04:13 PM,196edf962f72cab6fa,visapremiumcredit,942171,NOK,0
630,775037,US,US,asa.klapp@aol.com,20/10/2016 04:14 PM,e3f423695259740745,amex_samsungpay,223253,AUD,0
631,722178,UA,UA,lissette.walrath@gmail.com,20/10/2016 05:16 PM,3c2a77111cdb15f744,mc,236532,CNY,0
632,538345,FR,FR,annamarie.ogle@aol.com,20/10/2016 05:17 PM,1476aa1899deeebd5f,visacommercialsuperpremiumcredit,890255,USD,0
633,886478,FI,FI,fritz.burtch@gmail.com,20/10/2016 05:20 PM,ebbccb7e7bb68696a4,visabusiness,210715,AUD,0
634,930019,AU,AU,sherice.tims@hotmail.com,20/10/2016 06:50 PM,9221d5ceb7d7b458a9,visaplatinum,980623,EUR,0
635,564427,CN,US,trey.mikus@msn.com,20/10/2016 07:02 PM,12f06685a103b279c5,mc_applepay,102380,CAD,0
636,46564,NI,NI,madelaine.tweed@aol.com,20/10/2016 07:46 PM,f2116f847ab5499348,visastandarddebit,101755,USD,0
637,344442,AU,NL,kendra.kiss@yahoo.com,20/10/2016 08:08 PM,f2185d27be842e5a0b,"bijcard, mccommercialdebit",368586,EUR,0
638,834418,SE,SE,tenesha.payer@msn.com,20/10/2016 08:23 PM,120b54424af76c6836,amex_applepay,455621,SEK,1
639,342853,CA,CA,annika.locust@yahoo.com,20/10/2016 08:32 PM,d74b156bdc50c6af9c,visafleetdebit,889779,GBP,0
640,356169,GB,GB,phil.moreau@gmail.com,20/10/2016 08:50 PM,a8892e7c0a44cfcb69,bcmc,560331,CAD,0
641,525501,CA,CA,sydney.rusek@aol.com,20/10/2016 09:08 PM,09b986c3a69c51601f,visacommercialsuperpremiumdebit,144034,CNY,0
642,341107,FI,FI,georgianne.patricia@hotmail.com,20/10/2016 09:40 PM,9655506d72c1c99357,"bijcard, mccommercialdebit",230167,SEK,0
643,977152,BE,BE,melany.waldrep@msn.com,20/10/2016 09:44 PM,03354a8b0d3fcf8a18,visapurchasing,992295,USD,0
644,211973,FR,FR,romelia.salgado@yahoo.com,20/10/2016 09:56 PM,7c9f660a78f7c2fcd7,visa,606675,AUD,0
645,985126,US,US,kendra.kiss@aol.com,20/10/2016 10:29 PM,1c373ee32a6bb91136,amex_androidpay,959544,SEK,0
646,825114,UA,UA,amanda.bork@aol.com,20/10/2016 10:42 PM,81a6c844a481abd2a5,visasignature,283720,NOK,1
647,738542,NI,NI,demetrice.lorenzo@yahoo.com,20/10/2016 10:44 PM,23576b536fc8a93acc,visadankort,792793,NOK,0
648,834895,AU,AU,roxie.palma@aol.com,20/10/2016 10:49 PM,688e775e8a40bcb9d8,mccommercialcredit,519461,SEK,0
649,664270,CN,CN,arla.foronda@aol.com,20/10/2016 11:30 PM,5b162bf9f80757679b,visapurchasingcredit,252662,GBP,0
650,468441,BE,BE,renay.samsel@yahoo.com,21/10/2016 12:41 AM,542283984c6af32b3d,visafleetdebit,231904,CNY,0
651,716528,CN,NI,beata.swanner@yahoo.com,21/10/2016 12:57 AM,dd795a25e233cc3ced,amex,389811,GBP,0
652,928497,FI,NL,daren.burk@msn.com,21/10/2016 02:18 AM,36cd565b68573a7ca9,amex,997186,CAD,1
653,907873,NO,NO,annika.locust@msn.com,21/10/2016 03:15 AM,f36fff629d029e35b5,visa_applepay,135222,EUR,0
654,256426,RO,RO,ermelinda.dumont@aol.com,21/10/2016 03:28 AM,9496fc74608a70f311,visacommercialcredit,219402,GBP,0
655,518484,UA,UA,noma.moxley@aol.com,21/10/2016 03:54 AM,1379e252ce911e99d4,bcmc_mobile,241366,EUR,0
656,439010,US,US,annamarie.ogle@yahoo.com,21/10/2016 04:11 AM,4904bb58125acee483,visacommercialdebit,354138,USD,0
657,841818,FI,FI,esther.chavarria@gmail.com,21/10/2016 05:27 AM,b9abfa2aafa8296be8,visasaraivacard,130040,AUD,0
658,532088,CN,CN,emma.willems@hotmail.com,21/10/2016 06:02 AM,b2d2c47237a9be9521,bcmc_mobile,452657,EUR,0
659,151159,CA,CA,annika.locust@yahoo.com,21/10/2016 07:59 AM,d74b156bdc50c6af9c,visafleetdebit,889779,EUR,0
660,24110,BE,BE,amado.shoulders@msn.com,21/10/2016 08:30 AM,7808e7a3271f81bc92,cirrus,477654,GBP,0
661,718625,UA,UA,thea.coughlin@gmail.com,21/10/2016 08:57 AM,d1f6ce273948ea073a,visacommercialsuperpremiumcredit,772320,AUD,0
662,127638,NL,CA,lieselotte.crichton@aol.com,21/10/2016 09:23 AM,35302c8b2a29c9cb72,amex_androidpay,364813,SEK,0
663,316875,FR,FR,trinity.steadman@hotmail.com,21/10/2016 09:43 AM,a25afa6c60bfaee1dd,mcfleetdebit,862420,SEK,0
664,993503,BE,BE,lera.moretti@yahoo.com,21/10/2016 11:41 AM,41ead046b148e80ba2,mc_applepay,440185,CNY,0
665,437339,BE,BE,louvenia.regnier@hotmail.com,21/10/2016 12:08 PM,2afa187a40d089ba39,mcfleetdebit,629927,GBP,0
666,820611,SE,SE,michael.fairfax@gmail.com,21/10/2016 12:41 PM,b2105c686b89339731,visaalphabankbonus,255114,EUR,0
667,421038,GB,GB,marta.nathaniel@yahoo.com,21/10/2016 01:17 PM,4db1eca747549d40a4,travelmoney,354170,GBP,0
668,417257,CA,CA,lissette.walrath@yahoo.com,21/10/2016 02:48 PM,a2cb0e11ef48998ec5,maestro,304913,GBP,0
669,220016,US,US,agatha.mcclendon@gmail.com,21/10/2016 02:49 PM,09bc426974995f3bfa,visadebit,993856,CAD,0
670,701154,SE,SE,lieselotte.crichton@hotmail.com,21/10/2016 04:18 PM,b6649f3ac6fa18377c,mcalphabankbonus,267291,AUD,0
671,897287,AU,AU,pearl.letts@aol.com,21/10/2016 04:48 PM,73739e1598e4947452,mc,961081,GBP,0
672,698644,DE,DE,temeka.atterbury@hotmail.com,21/10/2016 05:04 PM,ba893793db7e92a0e0,mcfleetdebit,524035,CAD,0
673,780401,AU,AU,concepcion.waldeck@gmail.com,21/10/2016 05:38 PM,abdd59edae4844264d,visasignature,497482,CAD,0
674,983236,US,US,katharine.fahey@aol.com,21/10/2016 07:07 PM,2de4995eb097cf65f7,mcstandarddebit,915632,SEK,0
675,477579,NO,NO,kendra.kiss@hotmail.com,21/10/2016 07:17 PM,d6594624a391dcd632,visaplatinum,324735,EUR,0
676,499218,US,US,preston.vartanian@aol.com,21/10/2016 07:49 PM,c1e2b008f35d6c76dd,visacorporatedebit,230217,CAD,0
677,245984,US,SE,fritz.burtch@hotmail.com,21/10/2016 08:10 PM,debd84669db8b4eb62,visa,131677,NOK,0
678,5874,RO,RO,carlo.auslander@aol.com,21/10/2016 08:32 PM,0b20de46e8ed9b07c7,mccommercialpremiumcredit,992318,CAD,0
679,867568,AU,AU,ross.whitney@yahoo.com,21/10/2016 10:33 PM,41e0aa432e82db8d55,travelmoney,500246,USD,0
680,602677,GB,GB,teresa.hilgefort@hotmail.com,21/10/2016 11:22 PM,bac18a8240716dc600,visacommercialsuperpremiumcredit,488882,SEK,1
681,103174,NI,NI,demetrice.lorenzo@yahoo.com,21/10/2016 11:31 PM,20889fe62bcd213c7d,mcalphabankbonus,186798,CAD,0
682,344491,SE,SE,sydney.rusek@msn.com,22/10/2016 12:14 AM,9a48263421c7e0550f,visaalphabankbonus,963678,GBP,0
683,334849,FR,FR,claire.moir@aol.com,22/10/2016 01:35 AM,882ed0d6cfb33a80b8,visapurchasing,442293,GBP,0
684,737831,BE,BE,phil.moreau@yahoo.com,22/10/2016 01:51 AM,9146c04e7af797c772,visaplatinum,822904,NOK,0
685,271300,NI,NI,oda.schleich@hotmail.com,22/10/2016 02:31 AM,48ea447cd860ddafd0,mcsuperpremiumcredit,121879,CNY,0
686,978562,CN,CN,ross.whitney@msn.com,22/10/2016 02:42 AM,84e6425d0e6efa1120,mccredit,141739,SEK,0
687,33929,CN,CN,kimi.hobby@yahoo.com,22/10/2016 03:05 AM,e700d0b81ae5116e39,maestro,498272,EUR,0
688,612710,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:31 AM,32439df757aff145ad,mcfleetdebit,911385,NOK,1
689,982431,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:31 AM,32439df757aff145ad,mcfleetdebit,911385,CNY,1
690,363670,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:32 AM,32439df757aff145ad,mcfleetdebit,911385,GBP,1
691,43609,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:32 AM,3a32d500017c22ac29,mcatm,402180,CAD,1
692,190441,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:32 AM,3a32d500017c22ac29,mcatm,402180,EUR,1
693,6517,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:32 AM,32439df757aff145ad,mcfleetdebit,911385,CNY,1
694,632677,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:32 AM,32439df757aff145ad,mcfleetdebit,911385,AUD,1
695,437029,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:33 AM,3a32d500017c22ac29,mcatm,402180,SEK,1
696,621453,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:34 AM,3a32d500017c22ac29,mcatm,402180,CAD,1
697,167498,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:34 AM,3a32d500017c22ac29,mcatm,402180,USD,1
698,611077,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:34 AM,3a32d500017c22ac29,mcatm,402180,CNY,1
699,878246,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:34 AM,32439df757aff145ad,mcfleetdebit,911385,CAD,1
700,878210,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:34 AM,3a32d500017c22ac29,mcatm,402180,EUR,1
701,478034,NI,NI,demetrice.lorenzo@gmail.com,22/10/2016 03:35 AM,32439df757aff145ad,mcfleetdebit,911385,AUD,1
702,679627,DE,DE,toney.yale@gmail.com,22/10/2016 04:51 AM,5b432ee190a449b012,visadankort,297639,AUD,0
703,621119,GB,GB,sydney.rusek@gmail.com,22/10/2016 05:15 AM,15462020f2e03c4b50,mcsuperpremiumdebit,155862,GBP,0
704,111726,RO,RO,jill.reza@gmail.com,22/10/2016 05:18 AM,9068c69375485af2bd,visaalphabankbonus,948587,GBP,0
705,188404,NO,NO,ester.hooker@yahoo.com,22/10/2016 05:30 AM,57baafd7ef0c89e5d1,mc,268338,EUR,0
706,656845,CN,CN,emma.willems@hotmail.com,22/10/2016 06:01 AM,bbfbdad424920f432f,mcpurchasingdebit,401337,CNY,0
707,49370,NI,NI,madelaine.tweed@aol.com,22/10/2016 06:07 AM,bfaa253758d1b33720,maestro,101344,NOK,0
708,707251,US,US,daren.burk@gmail.com,22/10/2016 06:28 AM,49c4168ce2dbd2613b,visa_applepay,309049,SEK,0
709,357707,CN,CN,shonda.nordstrom@hotmail.com,22/10/2016 07:08 AM,a3cf4722f2acd2e36f,visapremiumcredit,669908,CNY,0
710,112617,US,US,carlo.auslander@yahoo.com,22/10/2016 07:25 AM,6af7d7a8935c02f8d8,visagold,812560,CNY,0
711,711959,NL,NL,fritz.burtch@msn.com,22/10/2016 07:48 AM,6e940fa2dc3c9e91ac,visa_applepay,938911,GBP,0
712,228813,CA,CA,alda.cloyd@msn.com,22/10/2016 08:02 AM,5a5e33f29f932f8463,visafleetdebit,798684,SEK,0
713,814266,NO,NO,crissy.scoggins@gmail.com,22/10/2016 08:11 AM,3ab1a6527fc3a37b9f,mc_samsungpay,321842,NOK,0
714,272136,FR,FR,carter.gillies@yahoo.com,22/10/2016 11:08 AM,4782b79e4cc5ea2de7,visapurchasingcredit,355774,AUD,0
715,238207,BE,BE,angelyn.deason@yahoo.com,22/10/2016 11:43 AM,753644a94ffbc0714b,visaclassic,240421,CAD,0
716,249878,NI,NI,oda.schleich@yahoo.com,22/10/2016 01:04 PM,9398b3bbe2e209ade0,mcpro,176411,USD,0
717,264998,NI,NI,lavenia.jaffee@yahoo.com,22/10/2016 02:05 PM,1e372c9da1eb0c1977,visafleetcredit,952014,NOK,0
718,14921,CN,CN,madelaine.tweed@aol.com,22/10/2016 02:10 PM,ea816ad0a39db6c1b0,visacommercialpremiumdebit,675515,CAD,0
719,68745,UA,UA,merlin.starrett@msn.com,22/10/2016 02:23 PM,b95d3a7a79887a5d42,visastandardcredit,384709,CNY,0
720,862194,AU,AU,roosevelt.poor@hotmail.com,22/10/2016 02:45 PM,68da0084dd0713db5c,visadebit,440070,AUD,0
721,752922,BE,BE,annalisa.anger@gmail.com,22/10/2016 03:27 PM,eb195f65448a2f99de,visagold,949375,NOK,0
722,637615,NO,NO,melany.waldrep@gmail.com,22/10/2016 03:47 PM,b04dbf742ca988594a,visapurchasing,839450,CNY,0
723,715527,CN,CN,audrey.lentini@yahoo.com,22/10/2016 04:03 PM,b439338fc5f2a4935a,mc_applepay,873264,AUD,0
724,141076,NO,NO,rebecka.sedlak@gmail.com,22/10/2016 04:46 PM,9f0242eadfcdc99f47,bcmc_mobile,769016,CAD,0
725,831467,DE,DE,lannie.holzwarth@gmail.com,22/10/2016 07:25 PM,26f7a61825fdf3f977,mcstandarddebit,975828,GBP,0
726,366007,FR,FR,wanda.pakele@hotmail.com,22/10/2016 08:05 PM,5e95b25527119d6898,mc_samsungpay,238718,USD,0
727,641233,CA,CA,rayford.vesey@hotmail.com,22/10/2016 10:43 PM,5a0dfdee9767621e03,visasaraivacard,235349,USD,0
728,757996,SE,RO,natasha.trader@yahoo.com,23/10/2016 12:38 AM,001c20ca56aa6bb31a,mcdebit,596435,EUR,0
729,462596,CA,CA,magaret.franchi@msn.com,23/10/2016 01:50 AM,a6c78c9c244d4b19da,mccommercialpremiumcredit,916762,AUD,0
730,920309,BE,BE,demetrice.lorenzo@msn.com,23/10/2016 03:41 AM,10540cf48689d1cc01,visacommercialsuperpremiumcredit,603142,AUD,0
731,598397,AU,AU,concepcion.waldeck@gmail.com,23/10/2016 04:29 AM,e13c8631793026223f,visafleetcredit,962956,GBP,0
732,268336,SE,SE,lavenia.jaffee@hotmail.com,23/10/2016 07:23 AM,161dc18d8f4b7a73f7,visaproprietary,932147,USD,1
733,832858,RO,RO,shonda.nordstrom@msn.com,23/10/2016 07:24 AM,fe3da74c8165129584,mcpurchasingdebit,603580,EUR,0
734,294347,CA,CA,adolfo.spurlock@gmail.com,23/10/2016 08:35 AM,81af1d7068e9f74478,cirrus,414874,AUD,0
735,697598,CN,CN,trey.mikus@msn.com,23/10/2016 08:46 AM,0057ac3d17382f2e2d,visacorporatedebit,174806,AUD,0
736,108870,SE,SE,lieselotte.crichton@hotmail.com,23/10/2016 09:00 AM,b6649f3ac6fa18377c,mcalphabankbonus,267291,EUR,0
737,993726,CN,CN,gaynelle.beausoleil@hotmail.com,23/10/2016 09:12 AM,ee0adaae278d6bd97b,visastandarddebit,479828,EUR,0
738,670369,NL,CN,katharine.fahey@hotmail.com,23/10/2016 09:31 AM,8007360cec700bc0d3,visasaraivacard,763485,GBP,1
739,771156,FR,FR,rashad.legendre@aol.com,23/10/2016 09:37 AM,b4ac4cf0234d801eb3,mcpurchasingcredit,358448,CAD,0
740,647212,CN,CN,maile.council@yahoo.com,23/10/2016 10:04 AM,9a7f5850fb80c16926,mcpro,485385,CNY,0
741,206797,US,US,ardelia.mey@gmail.com,23/10/2016 11:52 AM,631f6143d44f110009,mccorporate,324726,GBP,0
742,196530,FI,FI,francesco.mccormack@hotmail.com,23/10/2016 12:01 PM,f406c8705b22e9a13b,maestrouk,829978,AUD,0
743,111689,NL,NL,eliana.hackman@msn.com,23/10/2016 12:02 PM,5cd6b087c1b2370f68,visapremiumdebit,384220,CNY,0
744,708875,CN,NI,sarita.surprenant@gmail.com,23/10/2016 12:17 PM,832793c143b3deb762,visa_applepay,765028,NOK,0
745,400766,AU,AU,michael.fairfax@aol.com,23/10/2016 03:48 PM,d2eba691025bac895c,mcdebit,561473,CAD,0
746,708928,AU,AU,roxie.palma@aol.com,23/10/2016 05:15 PM,800f57d74dd03108ab,mccommercialpremiumcredit,690328,SEK,0
747,862954,CN,CN,carlo.auslander@msn.com,23/10/2016 05:36 PM,0a278b3f43ace470e6,mcpremiumdebit,643623,NOK,0
748,272547,CA,CA,katharyn.cespedes@gmail.com,23/10/2016 07:37 PM,15b2e47cf653d474f9,mc_samsungpay,827341,SEK,0
749,586351,RO,RO,agatha.mcclendon@gmail.com,23/10/2016 08:04 PM,e7be22813216671b08,visastandardcredit,526815,CAD,1
750,906605,GB,US,rubye.granado@hotmail.com,23/10/2016 09:35 PM,f0b893d0a7e8462cc8,visacommercialpremiumdebit,583715,NOK,0
751,129345,FR,FR,trinity.steadman@aol.com,23/10/2016 10:19 PM,910b132d23359c99be,maestro,640337,SEK,0
752,58430,UA,UA,margarete.wadlow@hotmail.com,23/10/2016 11:11 PM,632cdb4d8b1e88d153,mcatm,342145,NOK,0
753,43025,NO,NO,annika.locust@msn.com,23/10/2016 11:37 PM,f36fff629d029e35b5,visa_applepay,135222,CNY,0
754,179717,GB,GB,carlo.auslander@hotmail.com,23/10/2016 11:42 PM,bac18a8240716dc600,visacommercialsuperpremiumcredit,488882,AUD,1
755,568872,UA,UA,deirdre.jahns@aol.com,24/10/2016 01:07 AM,62c4dbb04aad116956,visaclassic,171269,EUR,0
756,14360,DE,DE,machelle.eastham@hotmail.com,24/10/2016 02:13 AM,82baf73391191d66a8,visafleetcredit,924100,AUD,0
757,618487,CN,CN,faye.lamy@gmail.com,24/10/2016 04:05 AM,c562a4203754ad431f,mcalphabankbonus,130829,SEK,0
758,227320,SE,SE,leah.gillette@hotmail.com,24/10/2016 04:34 AM,978dd38a338fea68f4,visabusiness,816734,NOK,0
759,953435,DE,DE,toney.yale@gmail.com,24/10/2016 05:23 AM,fcfd4f8fcc813337c8,mcpurchasingcredit,493507,AUD,0
760,311507,CA,CA,hoa.duffer@msn.com,24/10/2016 05:55 AM,6e82459080cc73b258,mcstandardcredit,937589,SEK,0
761,513853,NO,NO,kendra.kiss@hotmail.com,24/10/2016 07:35 AM,013431a21f30d9e71c,mcstandardcredit,462775,USD,0
762,645517,DE,DE,margarete.wadlow@msn.com,24/10/2016 08:06 AM,1be63694d9ca847319,mccorporatedebit,169598,AUD,0
763,804547,NO,RO,jill.reza@hotmail.com,24/10/2016 08:15 AM,b67dad4a1deaced5e0,visaplatinum,781680,NOK,0
764,504594,CA,CA,tenesha.payer@msn.com,24/10/2016 09:38 AM,d245df70c8a7887f0d,visacorporate,868234,NOK,0
765,585863,AU,AU,fernando.canney@yahoo.com,24/10/2016 12:13 PM,f2eac8f98474155776,mcalphabankbonus,412690,USD,0
766,293866,UA,UA,bertha.desir@yahoo.com,24/10/2016 12:50 PM,e18d8eecbcd6622a34,mcfleetdebit,742909,AUD,0
767,384091,CA,CA,caprice.graybeal@yahoo.com,24/10/2016 01:21 PM,b2fbdfe8e21060ba66,visapurchasingcredit,180773,SEK,0
768,734403,US,US,carlo.auslander@yahoo.com,24/10/2016 01:52 PM,6e7920eb6fa19f320d,visapremiumdebit,617831,GBP,0
769,180384,US,US,chery.gateley@hotmail.com,24/10/2016 02:12 PM,bf56db6bef53182621,mcdebit,450126,AUD,0
770,647106,UA,UA,annabel.stankiewicz@msn.com,24/10/2016 03:18 PM,2ec8f66840cbc04dc9,visacredit,865635,NOK,0
771,290280,FI,NO,daren.burk@msn.com,24/10/2016 03:41 PM,685992699cbc9d3cc3,visacommercialcredit,934561,USD,1
772,750478,CA,CA,lissette.walrath@yahoo.com,24/10/2016 04:31 PM,a2cb0e11ef48998ec5,maestro,304913,NOK,0
773,552534,GB,GB,alejandra.hollinger@msn.com,24/10/2016 05:07 PM,391314b05f0f9a3b1f,visacommercialpremiumdebit,681317,EUR,0
774,421715,SE,SE,leah.gillette@hotmail.com,24/10/2016 05:22 PM,51cc8258a7fe77bbc1,mcpremiumcredit,725841,AUD,0
775,741588,AU,AU,concepcion.waldeck@gmail.com,24/10/2016 07:34 PM,e13c8631793026223f,visafleetcredit,962956,EUR,0
776,551013,BE,BE,tenesha.payer@aol.com,24/10/2016 09:04 PM,b8a575cd67e7bb2391,mccredit,981867,USD,0
777,328306,CN,CN,johnny.digiovanni@aol.com,24/10/2016 09:12 PM,379308a941b32eac66,visa_androidpay,126934,CAD,0
778,648796,SE,SE,temeka.atterbury@gmail.com,24/10/2016 09:55 PM,74f42b0fb4eb250ee0,electron,420838,EUR,0
779,798555,US,US,annamarie.ogle@yahoo.com,24/10/2016 10:13 PM,4904bb58125acee483,visacommercialdebit,354138,CAD,0
780,46813,NL,CA,lieselotte.crichton@aol.com,24/10/2016 11:42 PM,35302c8b2a29c9cb72,amex_androidpay,364813,GBP,0
781,620694,RO,RO,agatha.mcclendon@yahoo.com,24/10/2016 11:49 PM,9a7d7d8e86068ddbda,mccommercialpremiumdebit,557941,NOK,0
782,255147,AU,AU,ross.whitney@yahoo.com,24/10/2016 11:58 PM,850c85979bc1a6ec85,mccommercialpremiumdebit,245574,GBP,0
783,779353,RO,RO,agatha.mcclendon@gmail.com,25/10/2016 01:07 AM,de48d794f816ceec4e,jcb,605082,AUD,1
784,235101,UA,UA,renay.samsel@aol.com,25/10/2016 01:45 AM,ee4ed75de0ab8d1a67,visa,668938,SEK,0
785,683716,CN,CN,audrey.lentini@yahoo.com,25/10/2016 02:53 AM,a99388cf21a3630ec2,visastandardcredit,794457,GBP,0
786,448701,DE,UA,annalisa.anger@msn.com,25/10/2016 03:06 AM,6095657487e87b9b16,maestro,461122,SEK,0
787,751550,SE,SE,natasha.trader@yahoo.com,25/10/2016 03:11 AM,4a0db7fb35c02461c6,mcstandarddebit,181061,CNY,0
788,214365,BE,BE,phil.moreau@yahoo.com,25/10/2016 03:16 AM,d081865a5e813b199c,mc_samsungpay,604981,CNY,0
789,151878,AU,AU,preston.vartanian@aol.com,25/10/2016 04:01 AM,f25f53c4871d81e1aa,bcmc,403268,USD,0
790,486928,FR,FR,wanda.pakele@hotmail.com,25/10/2016 04:12 AM,00e3c47a7e2fea9edf,mcatm,736376,SEK,0
791,811060,CA,CA,ermelinda.dumont@aol.com,25/10/2016 06:14 AM,963331b82257ffeec1,visacommercialcredit,824428,USD,0
792,361507,UA,UA,amanda.bork@aol.com,25/10/2016 07:22 AM,81a6c844a481abd2a5,visasignature,283720,CNY,1
793,200562,CN,CN,leone.bracero@yahoo.com,25/10/2016 07:58 AM,68f96a42149c2665d6,bcmc_mobile,252555,CAD,0
794,137876,NO,NO,ardelia.mey@msn.com,25/10/2016 08:25 AM,b3cff28a3d050b19f9,maestrouk,451624,NOK,0
795,42539,UA,UA,ross.whitney@hotmail.com,25/10/2016 08:30 AM,78f2ba57e3a1c8ddfc,visacommercialpremiumcredit,433547,GBP,0
796,973637,NL,DE,katharine.fahey@hotmail.com,25/10/2016 09:01 AM,4b1764cb8f2908e093,visasuperpremiumcredit,676099,NOK,1
797,208176,NI,RO,francesco.mccormack@hotmail.com,25/10/2016 09:39 AM,1c6fb6ef40876cb7f2,electron,793621,NOK,0
798,694349,DE,DE,lavenia.jaffee@msn.com,25/10/2016 10:20 AM,68848099103e1accd7,visafleetcredit,405964,CAD,1
799,688779,BE,BE,melany.waldrep@msn.com,25/10/2016 11:25 AM,03354a8b0d3fcf8a18,visapurchasing,992295,CNY,0
800,493753,GB,GB,ardelia.mey@yahoo.com,25/10/2016 12:09 PM,0ac2dcbdd72b0ab872,mccommercialpremiumcredit,160706,AUD,0
801,328638,US,US,minh.admire@gmail.com,25/10/2016 12:24 PM,be861231dfe36a7cb0,visacommercialsuperpremiumcredit,553538,CAD,0
802,827081,US,US,ermelinda.dumont@msn.com,25/10/2016 12:43 PM,9636f9f6801246c687,mccorporatecredit,653820,USD,0
803,394639,CN,CN,faye.lamy@gmail.com,25/10/2016 01:01 PM,df24300204c9c218a6,visaclassic,193962,SEK,0
804,242445,AU,AU,sherice.tims@hotmail.com,25/10/2016 01:24 PM,9221d5ceb7d7b458a9,visaplatinum,980623,USD,0
805,494532,NI,NI,oda.schleich@hotmail.com,25/10/2016 01:53 PM,48ea447cd860ddafd0,mcsuperpremiumcredit,121879,EUR,0
806,184898,RO,RO,agatha.mcclendon@msn.com,25/10/2016 02:09 PM,4100c257d265db88f6,mc_applepay,162413,USD,0
807,609931,GB,GB,lashay.creager@aol.com,25/10/2016 03:12 PM,a0ffd775edb754412f,visagold,882633,GBP,0
808,221440,GB,GB,kemberly.clary@msn.com,25/10/2016 03:21 PM,ba20a33202edb308ee,amex_samsungpay,146617,GBP,0
